sim,sampled_years,value_per_share
4334,"[2019, 2019, 2023, 2025, 2026]",2425.06
4335,"[2025, 2023, 2025, 2026, 2026]",2495.03
4336,"[2026, 2023, 2019, 2024, 2025]",2903.05
4337,"[2018, 2018, 2024, 2024, 2023]",3634.34
4338,"[2024, 2023, 2023, 2024, 2023]",4518.0
4339,"[2025, 2023, 2018, 2024, 2023]",3902.7
4340,"[2025, 2026, 2026, 2026, 2019]",3178.22
4341,"[2019, 2018, 2023, 2026, 2024]",3044.85
4342,"[2025, 2026, 2025, 2026, 2023]",4051.4
4343,"[2025, 2024, 2025, 2018, 2023]",3472.4
4344,"[2024, 2023, 2019, 2023, 2026]",2722.18
4345,"[2019, 2018, 2023, 2023, 2023]",4060.83
4346,"[2018, 2023, 2025, 2024, 2026]",2478.47
4347,"[2018, 2026, 2024, 2024, 2018]",3007.08
4348,"[2026, 2026, 2026, 2018, 2026]",3263.41
4349,"[2024, 2023, 2018, 2025, 2018]",2957.59
4350,"[2018, 2019, 2026, 2024, 2023]",3939.26
4351,"[2019, 2024, 2025, 2025, 2025]",2168.82
4352,"[2026, 2023, 2018, 2024, 2025]",2891.04
4353,"[2026, 2019, 2024, 2023, 2023]",4499.49
4354,"[2026, 2024, 2019, 2023, 2018]",3282.67
4355,"[2019, 2018, 2018, 2019, 2018]",2592.14
4356,"[2024, 2019, 2024, 2025, 2018]",2694.69
4357,"[2024, 2025, 2024, 2026, 2018]",2768.33
4358,"[2023, 2018, 2024, 2024, 2026]",2646.69
4359,"[2025, 2024, 2025, 2025, 2018]",2493.59
4360,"[2024, 2024, 2025, 2023, 2026]",2432.46
4361,"[2026, 2018, 2018, 2024, 2025]",2565.98
4362,"[2025, 2025, 2023, 2026, 2025]",2327.68
4363,"[2019, 2018, 2025, 2025, 2026]",2176.29
4364,"[2019, 2024, 2025, 2024, 2025]",2213.52
4365,"[2026, 2019, 2026, 2023, 2024]",3624.86
4366,"[2026, 2026, 2019, 2025, 2018]",3437.59
4367,"[2023, 2019, 2024, 2025, 2019]",2946.09
4368,"[2026, 2019, 2018, 2023, 2018]",3202.6
4369,"[2018, 2019, 2025, 2018, 2018]",2539.31
4370,"[2025, 2018, 2019, 2024, 2026]",2185.55
4371,"[2023, 2018, 2023, 2025, 2018]",3205.69
4372,"[2025, 2025, 2023, 2019, 2026]",2297.75
4373,"[2019, 2019, 2023, 2023, 2018]",2972.57
4374,"[2024, 2023, 2026, 2019, 2023]",4520.99
4375,"[2023, 2026, 2023, 2018, 2023]",5090.46
4376,"[2024, 2019, 2026, 2024, 2023]",4077.93
4377,"[2024, 2019, 2023, 2018, 2026]",2514.32
4378,"[2025, 2019, 2018, 2026, 2025]",2201.26
4379,"[2018, 2023, 2024, 2026, 2026]",2658.58
4380,"[2019, 2026, 2023, 2023, 2019]",3285.44
4381,"[2025, 2019, 2023, 2019, 2026]",2365.83
4382,"[2026, 2026, 2025, 2019, 2018]",3406.97
4383,"[2023, 2026, 2019, 2024, 2019]",3352.98
4384,"[2024, 2024, 2026, 2024, 2024]",3113.38
4385,"[2025, 2025, 2026, 2019, 2023]",3693.48
4386,"[2025, 2024, 2018, 2018, 2023]",3528.32
4387,"[2018, 2026, 2018, 2023, 2025]",2570.95
4388,"[2018, 2018, 2023, 2025, 2026]",2389.07
4389,"[2024, 2018, 2024, 2026, 2025]",2372.37
4390,"[2024, 2023, 2018, 2023, 2024]",3235.83
4391,"[2018, 2019, 2023, 2023, 2018]",2946.88
4392,"[2019, 2019, 2025, 2025, 2026]",2190.1
4393,"[2024, 2023, 2024, 2019, 2026]",2635.82
4394,"[2026, 2025, 2026, 2019, 2018]",3252.18
4395,"[2023, 2018, 2018, 2025, 2025]",2471.57
4396,"[2026, 2018, 2025, 2024, 2019]",2937.19
4397,"[2026, 2024, 2026, 2019, 2018]",3417.48
4398,"[2026, 2018, 2024, 2023, 2023]",4469.14
4399,"[2018, 2026, 2025, 2026, 2024]",3110.86
4400,"[2019, 2018, 2026, 2018, 2026]",2443.9
4401,"[2026, 2026, 2018, 2018, 2024]",3573.12
4402,"[2026, 2019, 2025, 2023, 2023]",4345.5
4403,"[2018, 2025, 2018, 2019, 2018]",2512.52
4404,"[2024, 2019, 2019, 2026, 2026]",2425.54
4405,"[2024, 2025, 2023, 2026, 2023]",4080.48
4406,"[2019, 2023, 2026, 2018, 2026]",2750.43
4407,"[2024, 2025, 2018, 2025, 2025]",2154.08
4408,"[2018, 2023, 2023, 2019, 2024]",3249.83
4409,"[2023, 2024, 2023, 2025, 2024]",3400.6
4410,"[2018, 2023, 2023, 2019, 2026]",2721.55
4411,"[2018, 2019, 2026, 2025, 2018]",2796.56
4412,"[2019, 2018, 2024, 2024, 2024]",2749.14
4413,"[2023, 2019, 2026, 2019, 2023]",4532.79
4414,"[2019, 2026, 2025, 2024, 2025]",2451.46
4415,"[2024, 2018, 2026, 2025, 2019]",2804.1
4416,"[2019, 2026, 2018, 2023, 2023]",4265.64
4417,"[2019, 2018, 2025, 2024, 2025]",2155.55
4418,"[2018, 2018, 2025, 2018, 2024]",2605.93
4419,"[2025, 2023, 2023, 2019, 2026]",2645.75
4420,"[2018, 2026, 2018, 2023, 2023]",4227.95
4421,"[2023, 2025, 2026, 2019, 2018]",3189.57
4422,"[2026, 2018, 2023, 2018, 2018]",3301.84
4423,"[2025, 2018, 2018, 2025, 2026]",2132.83
4424,"[2025, 2024, 2024, 2025, 2025]",2165.27
4425,"[2023, 2026, 2023, 2023, 2024]",4000.02
4426,"[2025, 2018, 2019, 2026, 2018]",2621.81
4427,"[2025, 2023, 2024, 2019, 2023]",3945.61
4428,"[2023, 2023, 2025, 2025, 2024]",3367.68
4429,"[2024, 2023, 2026, 2018, 2024]",3376.79
4430,"[2023, 2019, 2025, 2019, 2024]",3048.68
4431,"[2023, 2026, 2018, 2024, 2018]",3423.39
4432,"[2019, 2024, 2023, 2025, 2025]",2401.84
4433,"[2023, 2024, 2019, 2019, 2026]",2658.0
4434,"[2018, 2019, 2019, 2026, 2019]",2647.37
4435,"[2023, 2023, 2018, 2026, 2024]",3620.47
4436,"[2026, 2024, 2025, 2023, 2018]",3214.81
4437,"[2018, 2025, 2026, 2025, 2024]",2806.91
4438,"[2023, 2018, 2025, 2024, 2024]",3053.03
4439,"[2023, 2023, 2018, 2019, 2018]",3354.47
4440,"[2018, 2026, 2025, 2023, 2024]",3115.7
4441,"[2026, 2019, 2018, 2026, 2025]",2674.6
4442,"[2026, 2024, 2018, 2018, 2026]",2689.32
4443,"[2026, 2025, 2023, 2025, 2025]",2676.59
4444,"[2024, 2026, 2018, 2018, 2018]",3024.49
4445,"[2024, 2025, 2019, 2018, 2018]",2606.27
4446,"[2026, 2026, 2019, 2024, 2025]",2934.15
4447,"[2023, 2023, 2026, 2025, 2024]",3746.11
4448,"[2023, 2023, 2025, 2025, 2024]",3367.68
4449,"[2024, 2024, 2018, 2019, 2026]",2360.99
4450,"[2025, 2026, 2025, 2019, 2018]",2799.53
4451,"[2019, 2024, 2024, 2026, 2023]",3912.22
4452,"[2019, 2025, 2019, 2026, 2026]",2295.84
4453,"[2025, 2025, 2026, 2019, 2024]",2761.92
4454,"[2023, 2019, 2019, 2024, 2026]",2625.79
4455,"[2024, 2023, 2019, 2018, 2024]",3098.58
4456,"[2025, 2026, 2025, 2026, 2018]",2926.86
4457,"[2026, 2024, 2024, 2026, 2025]",2781.01
4458,"[2025, 2026, 2023, 2023, 2025]",2722.95
4459,"[2024, 2018, 2026, 2024, 2018]",2933.83
4460,"[2023, 2024, 2025, 2023, 2024]",3256.52
4461,"[2023, 2019, 2023, 2019, 2019]",3185.37
4462,"[2019, 2023, 2026, 2024, 2024]",3323.84
4463,"[2025, 2026, 2019, 2023, 2019]",2920.43
4464,"[2026, 2018, 2024, 2019, 2023]",4273.01
4465,"[2019, 2026, 2019, 2019, 2025]",2483.9
4466,"[2026, 2026, 2026, 2026, 2019]",3870.54
4467,"[2019, 2023, 2023, 2024, 2018]",3199.5
4468,"[2025, 2019, 2026, 2019, 2026]",2374.82
4469,"[2026, 2023, 2023, 2023, 2024]",4028.82
4470,"[2018, 2018, 2025, 2023, 2024]",2733.33
4471,"[2025, 2018, 2025, 2026, 2019]",2504.27
4472,"[2018, 2025, 2026, 2018, 2025]",2298.34
4473,"[2018, 2025, 2025, 2023, 2019]",2524.07
4474,"[2026, 2024, 2019, 2026, 2024]",3385.72
4475,"[2018, 2025, 2023, 2025, 2025]",2266.65
4476,"[2023, 2023, 2023, 2025, 2024]",3724.87
4477,"[2019, 2023, 2018, 2025, 2018]",2882.4
4478,"[2023, 2019, 2018, 2025, 2018]",2965.04
4479,"[2025, 2018, 2026, 2019, 2018]",2733.89
4480,"[2018, 2025, 2018, 2023, 2025]",2208.45
4481,"[2026, 2024, 2018, 2018, 2026]",2689.32
4482,"[2023, 2023, 2026, 2018, 2018]",3662.71
4483,"[2024, 2026, 2026, 2026, 2024]",3587.11
4484,"[2026, 2023, 2024, 2026, 2026]",3143.68
4485,"[2026, 2019, 2026, 2026, 2018]",3501.59
4486,"[2018, 2024, 2023, 2018, 2024]",2960.93
4487,"[2019, 2018, 2024, 2025, 2019]",2544.92
4488,"[2019, 2024, 2025, 2026, 2026]",2362.18
4489,"[2026, 2018, 2024, 2025, 2024]",3159.74
4490,"[2025, 2018, 2025, 2019, 2019]",2396.63
4491,"[2024, 2023, 2024, 2018, 2019]",2968.47
4492,"[2026, 2023, 2018, 2025, 2019]",3297.09
4493,"[2023, 2024, 2023, 2024, 2026]",2904.44
4494,"[2025, 2018, 2026, 2018, 2026]",2355.2
4495,"[2026, 2018, 2023, 2019, 2018]",3308.31
4496,"[2019, 2019, 2025, 2018, 2018]",2561.19
4497,"[2019, 2023, 2023, 2025, 2026]",2711.81
4498,"[2023, 2023, 2023, 2019, 2024]",3769.32
4499,"[2024, 2025, 2023, 2023, 2026]",2563.04
4500,"[2025, 2026, 2019, 2025, 2025]",2364.11
4501,"[2024, 2018, 2023, 2025, 2025]",2399.74
4502,"[2023, 2024, 2025, 2018, 2023]",4141.16
4503,"[2023, 2018, 2018, 2026, 2019]",3038.2
4504,"[2019, 2025, 2019, 2025, 2026]",2172.12
4505,"[2024, 2023, 2026, 2024, 2023]",4556.5
4506,"[2025, 2026, 2019, 2023, 2018]",2994.45
4507,"[2024, 2025, 2019, 2019, 2023]",3599.62
4508,"[2018, 2019, 2019, 2025, 2023]",3538.27
4509,"[2024, 2023, 2023, 2019, 2018]",3257.14
4510,"[2023, 2019, 2023, 2025, 2024]",3332.62
4511,"[2018, 2024, 2023, 2023, 2024]",3105.25
4512,"[2025, 2024, 2023, 2018, 2026]",2409.77
4513,"[2019, 2024, 2023, 2025, 2026]",2474.6
4514,"[2019, 2024, 2024, 2025, 2018]",2679.84
4515,"[2018, 2018, 2018, 2019, 2023]",3539.34
4516,"[2024, 2024, 2019, 2023, 2018]",2872.31
4517,"[2024, 2026, 2018, 2023, 2018]",3173.89
4518,"[2026, 2025, 2019, 2024, 2023]",4151.99
4519,"[2023, 2019, 2019, 2018, 2025]",2523.77
4520,"[2018, 2024, 2024, 2026, 2026]",2426.13
4521,"[2023, 2025, 2025, 2026, 2024]",3095.41
4522,"[2025, 2019, 2025, 2025, 2018]",2443.62
4523,"[2024, 2019, 2023, 2026, 2025]",2551.68
4524,"[2019, 2023, 2023, 2025, 2026]",2711.81
4525,"[2026, 2018, 2026, 2026, 2018]",3478.48
4526,"[2025, 2018, 2018, 2019, 2023]",3441.92
4527,"[2026, 2025, 2025, 2023, 2018]",3059.07
4528,"[2024, 2024, 2026, 2025, 2018]",2953.54
4529,"[2019, 2026, 2024, 2018, 2018]",3003.27
4530,"[2023, 2026, 2026, 2019, 2024]",3842.94
4531,"[2024, 2024, 2026, 2018, 2023]",4119.86
4532,"[2024, 2024, 2026, 2023, 2024]",3234.43
4533,"[2018, 2018, 2024, 2025, 2026]",2235.5
4534,"[2026, 2025, 2025, 2023, 2025]",2563.28
4535,"[2019, 2023, 2023, 2026, 2025]",2780.74
4536,"[2018, 2023, 2018, 2019, 2023]",3981.57
4537,"[2018, 2019, 2024, 2018, 2018]",2629.96
4538,"[2024, 2019, 2024, 2026, 2026]",2460.5
4539,"[2026, 2024, 2024, 2023, 2019]",3248.06
4540,"[2019, 2018, 2019, 2026, 2024]",2810.34
4541,"[2023, 2026, 2025, 2019, 2023]",4613.27
4542,"[2019, 2023, 2023, 2019, 2023]",4369.07
4543,"[2023, 2023, 2018, 2025, 2023]",4564.85
4544,"[2023, 2023, 2018, 2026, 2018]",3504.85
4545,"[2024, 2023, 2023, 2019, 2019]",3177.31
4546,"[2025, 2018, 2025, 2018, 2025]",2056.69
4547,"[2018, 2026, 2026, 2025, 2023]",4385.38
4548,"[2023, 2024, 2025, 2024, 2018]",3035.73
4549,"[2026, 2018, 2018, 2026, 2026]",2739.23
4550,"[2025, 2025, 2019, 2024, 2025]",2073.08
4551,"[2026, 2024, 2018, 2026, 2018]",3262.3
4552,"[2025, 2023, 2018, 2024, 2019]",2764.33
4553,"[2024, 2026, 2026, 2023, 2026]",2999.94
4554,"[2026, 2018, 2019, 2019, 2024]",3152.25
4555,"[2026, 2019, 2019, 2026, 2018]",3210.41
4556,"[2025, 2023, 2018, 2025, 2019]",2709.77
4557,"[2018, 2019, 2018, 2024, 2019]",2543.17
4558,"[2025, 2026, 2018, 2018, 2023]",3923.17
4559,"[2019, 2018, 2024, 2024, 2023]",3666.46
4560,"[2026, 2025, 2025, 2018, 2019]",2842.29
4561,"[2024, 2019, 2025, 2023, 2023]",3795.95
4562,"[2024, 2018, 2023, 2018, 2023]",3976.64
4563,"[2023, 2024, 2026, 2026, 2024]",3618.85
4564,"[2026, 2024, 2019, 2026, 2026]",2825.6
4565,"[2023, 2018, 2025, 2025, 2025]",2430.09
4566,"[2023, 2025, 2018, 2019, 2023]",4015.09
4567,"[2023, 2026, 2018, 2018, 2018]",3389.54
4568,"[2026, 2023, 2018, 2019, 2023]",4720.39
4569,"[2019, 2019, 2023, 2019, 2018]",2839.52
4570,"[2024, 2019, 2024, 2023, 2024]",2948.85
4571,"[2026, 2023, 2018, 2018, 2019]",3330.7
4572,"[2024, 2025, 2019, 2026, 2024]",2819.5
4573,"[2026, 2026, 2023, 2018, 2023]",5206.79
4574,"[2019, 2026, 2018, 2018, 2018]",2947.61
4575,"[2023, 2026, 2018, 2018, 2018]",3389.54
4576,"[2018, 2019, 2023, 2024, 2026]",2453.52
4577,"[2023, 2026, 2023, 2019, 2026]",3194.26
4578,"[2025, 2024, 2026, 2024, 2019]",2760.4
4579,"[2018, 2026, 2025, 2026, 2018]",3010.29
4580,"[2024, 2019, 2018, 2024, 2018]",2698.33
4581,"[2023, 2025, 2019, 2023, 2024]",3165.01
4582,"[2018, 2025, 2018, 2025, 2026]",2144.98
4583,"[2023, 2024, 2026, 2019, 2023]",4625.27
4584,"[2024, 2024, 2018, 2024, 2024]",2843.97
4585,"[2023, 2025, 2023, 2024, 2018]",3197.3
4586,"[2019, 2019, 2026, 2026, 2026]",2573.66
4587,"[2018, 2019, 2025, 2026, 2019]",2592.96
4588,"[2026, 2019, 2025, 2024, 2026]",2616.46
4589,"[2023, 2026, 2019, 2025, 2024]",3481.78
4590,"[2024, 2018, 2019, 2019, 2019]",2605.4
4591,"[2023, 2024, 2019, 2023, 2025]",2703.23
4592,"[2024, 2026, 2023, 2023, 2023]",4763.04
4593,"[2025, 2024, 2023, 2023, 2023]",4021.93
4594,"[2024, 2023, 2025, 2026, 2018]",3076.61
4595,"[2018, 2025, 2025, 2025, 2025]",2046.7
4596,"[2025, 2023, 2018, 2019, 2025]",2359.1
4597,"[2024, 2025, 2025, 2026, 2024]",2761.66
4598,"[2023, 2024, 2025, 2018, 2018]",3005.9
4599,"[2026, 2018, 2024, 2023, 2024]",3348.59
4600,"[2024, 2026, 2025, 2023, 2024]",3224.95
4601,"[2019, 2019, 2026, 2018, 2026]",2459.67
4602,"[2024, 2026, 2018, 2018, 2019]",2949.52
4603,"[2025, 2018, 2025, 2023, 2024]",2657.22
4604,"[2018, 2025, 2026, 2019, 2019]",2681.36
4605,"[2025, 2023, 2023, 2025, 2025]",2536.86
4606,"[2026, 2025, 2019, 2023, 2025]",2618.18
4607,"[2026, 2019, 2024, 2025, 2018]",3078.29
4608,"[2026, 2026, 2019, 2019, 2019]",3392.74
4609,"[2019, 2024, 2018, 2026, 2018]",2782.04
4610,"[2018, 2019, 2018, 2018, 2025]",2166.25
4611,"[2018, 2025, 2019, 2019, 2026]",2180.47
4612,"[2023, 2025, 2018, 2025, 2026]",2488.77
4613,"[2024, 2024, 2019, 2024, 2018]",2765.25
4614,"[2025, 2025, 2026, 2019, 2026]",2306.5
4615,"[2026, 2024, 2024, 2024, 2025]",2685.13
4616,"[2024, 2018, 2023, 2018, 2018]",2888.96
4617,"[2023, 2019, 2024, 2024, 2025]",2585.39
4618,"[2024, 2024, 2026, 2025, 2019]",2880.1
4619,"[2026, 2023, 2026, 2023, 2019]",3826.94
4620,"[2024, 2024, 2025, 2024, 2019]",2641.6
4621,"[2023, 2025, 2019, 2018, 2023]",4024.51
4622,"[2019, 2023, 2026, 2023, 2024]",3452.86
4623,"[2026, 2023, 2019, 2026, 2026]",3098.78
4624,"[2026, 2024, 2025, 2025, 2025]",2538.26
4625,"[2023, 2024, 2025, 2018, 2024]",3104.74
4626,"[2025, 2018, 2025, 2023, 2026]",2224.51
4627,"[2019, 2025, 2018, 2019, 2023]",3492.39
4628,"[2018, 2025, 2026, 2024, 2025]",2321.31
4629,"[2023, 2024, 2026, 2023, 2026]",3031.39
4630,"[2026, 2019, 2018, 2018, 2018]",3051.98
4631,"[2025, 2019, 2025, 2026, 2023]",3570.0
4632,"[2023, 2018, 2019, 2019, 2018]",2994.08
4633,"[2019, 2026, 2019, 2023, 2025]",2604.02
4634,"[2025, 2025, 2024, 2026, 2026]",2244.34
4635,"[2026, 2026, 2019, 2019, 2026]",3000.1
4636,"[2018, 2025, 2026, 2026, 2025]",2404.33
4637,"[2024, 2019, 2026, 2025, 2018]",2894.42
4638,"[2023, 2018, 2023, 2018, 2024]",3343.84
4639,"[2024, 2023, 2019, 2024, 2025]",2542.39
4640,"[2024, 2018, 2023, 2025, 2018]",2860.21
4641,"[2026, 2026, 2019, 2018, 2024]",3588.71
4642,"[2018, 2019, 2024, 2018, 2018]",2629.96
4643,"[2026, 2026, 2023, 2025, 2025]",3120.67
4644,"[2023, 2019, 2026, 2023, 2019]",3353.83
4645,"[2023, 2025, 2019, 2025, 2018]",2892.35
4646,"[2023, 2019, 2023, 2024, 2019]",3210.66
4647,"[2018, 2018, 2023, 2023, 2023]",4025.04
4648,"[2018, 2024, 2024, 2026, 2024]",2902.8
4649,"[2023, 2026, 2018, 2023, 2018]",3556.72
4650,"[2019, 2026, 2026, 2024, 2019]",3179.02
4651,"[2018, 2023, 2025, 2026, 2018]",2972.47
4652,"[2023, 2023, 2025, 2023, 2025]",2900.92
4653,"[2025, 2019, 2024, 2026, 2023]",3695.92
4654,"[2023, 2018, 2023, 2018, 2024]",3343.84
4655,"[2023, 2025, 2024, 2019, 2025]",2490.9
4656,"[2019, 2024, 2026, 2024, 2023]",4055.41
4657,"[2025, 2023, 2026, 2019, 2019]",3000.27
4658,"[2026, 2023, 2024, 2019, 2018]",3486.13
4659,"[2024, 2026, 2026, 2018, 2023]",4583.08
4660,"[2024, 2023, 2019, 2023, 2026]",2722.18
4661,"[2018, 2019, 2024, 2025, 2023]",3589.0
4662,"[2023, 2023, 2025, 2023, 2019]",3369.85
4663,"[2018, 2026, 2025, 2025, 2024]",2939.54
4664,"[2025, 2024, 2024, 2026, 2023]",3771.45
4665,"[2023, 2024, 2023, 2026, 2025]",2918.77
4666,"[2023, 2026, 2019, 2026, 2026]",3074.97
4667,"[2019, 2023, 2023, 2019, 2023]",4369.07
4668,"[2018, 2023, 2019, 2023, 2019]",2966.0
4669,"[2024, 2018, 2024, 2025, 2025]",2245.16
4670,"[2026, 2023, 2024, 2018, 2025]",2916.15
4671,"[2026, 2019, 2025, 2023, 2025]",2640.07
4672,"[2023, 2018, 2025, 2018, 2018]",2926.87
4673,"[2018, 2019, 2019, 2023, 2019]",2653.08
4674,"[2024, 2018, 2025, 2019, 2025]",2194.06
4675,"[2025, 2024, 2018, 2018, 2026]",2213.28
4676,"[2024, 2025, 2026, 2019, 2023]",3931.34
4677,"[2019, 2023, 2023, 2024, 2023]",4403.12
4678,"[2024, 2018, 2019, 2018, 2019]",2600.37
4679,"[2019, 2023, 2019, 2018, 2018]",2923.82
4680,"[2025, 2018, 2026, 2023, 2026]",2473.25
4681,"[2025, 2026, 2026, 2023, 2023]",4514.96
4682,"[2019, 2024, 2023, 2024, 2018]",2920.53
4683,"[2019, 2018, 2018, 2026, 2018]",2708.64
4684,"[2019, 2026, 2025, 2025, 2018]",2869.61
4685,"[2019, 2026, 2025, 2023, 2025]",2549.44
4686,"[2023, 2023, 2023, 2025, 2026]",3118.77
4687,"[2018, 2023, 2024, 2023, 2019]",3008.58
4688,"[2018, 2024, 2026, 2025, 2025]",2389.19
4689,"[2019, 2025, 2024, 2026, 2023]",3725.09
4690,"[2024, 2019, 2024, 2024, 2024]",2839.31
4691,"[2024, 2026, 2025, 2018, 2019]",2900.56
4692,"[2023, 2018, 2019, 2018, 2019]",2914.91
4693,"[2019, 2024, 2026, 2024, 2023]",4055.41
4694,"[2019, 2024, 2023, 2018, 2023]",3981.45
4695,"[2026, 2019, 2026, 2018, 2023]",4623.34
4696,"[2018, 2023, 2026, 2019, 2018]",3164.04
4697,"[2018, 2023, 2025, 2018, 2024]",2932.31
4698,"[2018, 2018, 2023, 2026, 2026]",2524.33
4699,"[2026, 2023, 2025, 2018, 2023]",4635.4
4700,"[2024, 2024, 2026, 2025, 2026]",2548.39
4701,"[2025, 2019, 2018, 2018, 2024]",2592.08
4702,"[2025, 2024, 2019, 2026, 2023]",3718.1
4703,"[2018, 2025, 2025, 2019, 2024]",2552.76
4704,"[2023, 2024, 2025, 2025, 2025]",2495.28
4705,"[2023, 2023, 2019, 2025, 2024]",3438.15
4706,"[2024, 2026, 2026, 2025, 2019]",3196.4
4707,"[2018, 2025, 2026, 2023, 2023]",3972.28
4708,"[2019, 2018, 2024, 2025, 2019]",2544.92
4709,"[2019, 2023, 2018, 2023, 2019]",2979.11
4710,"[2026, 2019, 2024, 2023, 2018]",3263.11
4711,"[2019, 2025, 2024, 2023, 2019]",2636.75
4712,"[2024, 2025, 2025, 2018, 2026]",2205.29
4713,"[2018, 2019, 2024, 2023, 2018]",2758.79
4714,"[2019, 2025, 2026, 2023, 2019]",2833.13
4715,"[2019, 2026, 2019, 2019, 2024]",3064.57
4716,"[2024, 2019, 2024, 2025, 2019]",2628.23
4717,"[2019, 2024, 2025, 2018, 2025]",2191.81
4718,"[2026, 2024, 2018, 2024, 2026]",2716.14
4719,"[2019, 2025, 2018, 2019, 2018]",2534.14
4720,"[2019, 2026, 2019, 2025, 2023]",4049.67
4721,"[2026, 2025, 2025, 2023, 2024]",3160.26
4722,"[2024, 2019, 2019, 2026, 2018]",2809.51
4723,"[2024, 2026, 2025, 2023, 2024]",3224.95
4724,"[2025, 2025, 2025, 2025, 2026]",2049.41
4725,"[2018, 2018, 2025, 2026, 2026]",2280.72
4726,"[2026, 2025, 2019, 2025, 2019]",2873.25
4727,"[2024, 2025, 2018, 2024, 2023]",3611.52
4728,"[2025, 2025, 2024, 2026, 2024]",2686.51
4729,"[2019, 2018, 2023, 2023, 2025]",2480.6
4730,"[2018, 2026, 2018, 2026, 2023]",4232.45
4731,"[2026, 2019, 2026, 2026, 2025]",2925.36
4732,"[2024, 2018, 2025, 2019, 2019]",2551.71
4733,"[2026, 2026, 2019, 2026, 2025]",3039.89
4734,"[2026, 2025, 2018, 2026, 2018]",3104.32
4735,"[2025, 2025, 2018, 2023, 2023]",3520.44
4736,"[2018, 2018, 2019, 2024, 2025]",2182.81
4737,"[2026, 2019, 2019, 2019, 2025]",2572.26
4738,"[2024, 2026, 2026, 2026, 2025]",2898.91
4739,"[2023, 2024, 2019, 2023, 2024]",3324.55
4740,"[2019, 2025, 2018, 2018, 2019]",2466.96
4741,"[2018, 2024, 2024, 2026, 2026]",2426.13
4742,"[2019, 2026, 2026, 2024, 2026]",2811.03
4743,"[2018, 2023, 2026, 2024, 2018]",3189.37
4744,"[2025, 2018, 2024, 2024, 2023]",3534.41
4745,"[2026, 2026, 2025, 2024, 2024]",3549.36
4746,"[2019, 2023, 2018, 2024, 2026]",2542.16
4747,"[2023, 2023, 2025, 2019, 2026]",2852.42
4748,"[2019, 2025, 2026, 2019, 2026]",2393.4
4749,"[2025, 2026, 2018, 2019, 2026]",2456.85
4750,"[2018, 2025, 2025, 2024, 2024]",2573.07
4751,"[2026, 2026, 2024, 2025, 2018]",3487.82
4752,"[2019, 2024, 2026, 2024, 2026]",2535.0
4753,"[2025, 2026, 2026, 2023, 2026]",2817.97
4754,"[2024, 2024, 2019, 2023, 2023]",3953.34
4755,"[2023, 2023, 2024, 2026, 2024]",3688.25
4756,"[2018, 2019, 2024, 2025, 2025]",2183.45
4757,"[2018, 2025, 2018, 2018, 2018]",2507.62
4758,"[2026, 2024, 2024, 2019, 2018]",3179.79
4759,"[2026, 2025, 2018, 2018, 2019]",2890.28
4760,"[2019, 2023, 2026, 2025, 2025]",2640.79
4761,"[2026, 2018, 2018, 2018, 2019]",2957.09
4762,"[2019, 2023, 2025, 2024, 2023]",3984.31
4763,"[2026, 2025, 2023, 2024, 2025]",2732.01
4764,"[2018, 2026, 2018, 2023, 2023]",4227.95
4765,"[2018, 2024, 2018, 2026, 2018]",2758.11
4766,"[2025, 2024, 2024, 2018, 2026]",2254.55
4767,"[2023, 2026, 2024, 2019, 2026]",2987.22
4768,"[2023, 2018, 2023, 2018, 2024]",3343.84
4769,"[2025, 2025, 2026, 2026, 2025]",2336.91
4770,"[2025, 2019, 2018, 2019, 2019]",2452.53
4771,"[2025, 2026, 2018, 2024, 2025]",2403.25
4772,"[2026, 2026, 2019, 2018, 2019]",3386.09
4773,"[2018, 2023, 2024, 2023, 2018]",3083.97
4774,"[2025, 2019, 2023, 2019, 2018]",2736.8
4775,"[2026, 2018, 2026, 2018, 2024]",3430.79
4776,"[2023, 2025, 2023, 2023, 2024]",3429.13
4777,"[2018, 2018, 2026, 2023, 2023]",4060.49
4778,"[2018, 2019, 2025, 2026, 2018]",2658.87
4779,"[2026, 2023, 2024, 2018, 2018]",3479.31
4780,"[2025, 2018, 2024, 2019, 2019]",2482.33
4781,"[2018, 2019, 2018, 2025, 2018]",2555.89
4782,"[2018, 2018, 2023, 2023, 2024]",3023.13
4783,"[2018, 2025, 2026, 2018, 2019]",2676.14
4784,"[2019, 2023, 2018, 2024, 2024]",3036.7
4785,"[2019, 2019, 2025, 2024, 2024]",2671.86
4786,"[2018, 2025, 2025, 2025, 2026]",2109.02
4787,"[2025, 2026, 2019, 2023, 2025]",2509.65
4788,"[2018, 2023, 2025, 2023, 2025]",2500.58
4789,"[2025, 2018, 2026, 2025, 2023]",3732.41
4790,"[2018, 2026, 2025, 2024, 2023]",4009.28
4791,"[2018, 2023, 2018, 2024, 2026]",2520.46
4792,"[2019, 2026, 2019, 2019, 2024]",3064.57
4793,"[2026, 2026, 2018, 2019, 2024]",3580.27
4794,"[2026, 2026, 2019, 2023, 2018]",3645.58
4795,"[2025, 2026, 2019, 2018, 2025]",2389.39
4796,"[2026, 2019, 2019, 2025, 2026]",2618.34
4797,"[2025, 2023, 2018, 2018, 2024]",2898.25
4798,"[2025, 2019, 2025, 2026, 2023]",3570.0
4799,"[2025, 2019, 2025, 2018, 2025]",2069.72
